Code,plan_clustername,ClusterDC1,SC_ETADockdate,Sc_actualdockdate,Deploy_ETARTODate,Deploy_ActualRTODate,Buildout_ETAWaboHandoffDate,Buildout_ActualWaboHandoffDate,Buildout_ETALiveDate,Buildout_ActualLiveDate
2117772,BY4PrdDDC10,BY4,NULL,00:00.0,00:00.0,16:55.1,16:55.1,47:00.0,47:00.0,57:59.0
2117773,BY4PrdDDC13,BY4,NULL,00:00.0,00:00.0,39:39.0,39:39.0,44:00.0,44:00.0,00:00.0
2117774,TY1PrdDDC02,TY1,NULL,00:00.0,00:00.0,56:11.2,56:11.2,14:00.0,14:00.0,26:21.0
2124339,SN2PrdDDC02,SN2,NULL,00:00.0,00:00.0,23:32.2,23:32.2,00:00.0,00:00.0,08:59.0
2124340,BY4PrdDDC06,BY4,NULL,00:00.0,00:00.0,22:09.6,22:09.6,00:00.0,00:00.0,50:22.0
2124341,AM4PrdDDC06,AM4,NULL,00:00.0,00:00.0,35:16.5,35:16.5,00:00.0,00:00.0,00:00.0
2124342,AM4PrdDDC07,AM4,NULL,00:00.0,00:00.0,23:31.4,23:31.4,00:00.0,00:00.0,00:00.0
2124356,DM3PrdDDC02,DM3,NULL,00:00.0,00:00.0,23:29.2,23:29.2,00:00.0,00:00.0,54:53.0
2124357,BL4PrdDDC05,BL4,NULL,00:00.0,00:00.0,26:32.2,26:32.2,00:00.0,00:00.0,33:25.0
2124358,BN4PrdDDC01,BN4,NULL,00:00.0,00:00.0,41:54.9,41:54.9,00:00.0,00:00.0,13:26.0
2123455,SN4PrdDDC07,SN4,NULL,00:00.0,00:00.0,58:18.3,58:18.3,00:00.0,00:00.0,00:00.0
2123563,DM5PrdStr01,DM5,NULL,00:00.0,00:00.0,51:42.7,51:42.7,00:00.0,00:00.0,00:00.0
2123565,BN6PrdStr02,BN6,NULL,00:00.0,00:00.0,00:16.2,00:16.2,00:00.0,00:00.0,00:00.0
2123581,BY4PrdStr06,BY4,NULL,00:00.0,00:00.0,35:33.1,35:33.1,10:00.0,10:00.0,00:00.0
2117969,SY3PrdStp01,SY3,NULL,00:00.0,00:00.0,19:32.7,19:32.7,00:00.0,00:00.0,00:00.0
2117990,SharePoint MT - FY14 Capacity US - Canada,Sha,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2121218,SN2OneIMRack01,SN2,NULL,00:00.0,00:00.0,16:37.5,16:37.5,NULL,16:37.5,00:00.0
2121219,SN2OneIMRack02,SN2,NULL,00:00.0,00:00.0,30:55.5,30:55.5,NULL,30:55.5,00:00.0
2121220,CH1OneIMRack01,CH1,NULL,00:00.0,00:00.0,11:27.0,11:27.0,NULL,11:27.0,00:00.0
2121221,CH1OneIMRack02,CH1,NULL,00:00.0,00:00.0,13:42.2,13:42.2,NULL,13:42.2,00:00.0
2123675,BY4PrdStp02,BY4,NULL,00:00.0,00:00.0,55:59.3,55:59.3,00:00.0,00:00.0,00:00.0
2115023,SH3PrdStp02,SH3,NULL,00:00.0,00:00.0,05:48.4,05:48.4,00:00.0,00:00.0,00:00.0
2119931,BY4PrdDDC08,BY4,NULL,00:00.0,00:00.0,30:40.1,30:40.1,00:00.0,00:00.0,00:00.0
2119934,TY1PrdDDC03,TY1,NULL,00:00.0,00:00.0,26:25.1,26:25.1,03:00.0,03:00.0,34:35.0
2121307,SG1 to SG2 Server Move for 264 Servers in APAC,SG1,NULL,NULL,00:00.0,05:21.0,NULL,NULL,NULL,NULL
2121309,BJBPrdStp03,BJB,NULL,00:00.0,00:00.0,42:04.9,42:04.9,00:00.0,00:00.0,00:00.0
2121310,ML1PrdStp01,ML1,NULL,00:00.0,00:00.0,13:14.5,13:14.5,00:00.0,00:00.0,00:00.0
2121311,SN3PrdStp01,SN3,NULL,00:00.0,00:00.0,57:51.6,57:51.6,00:00.0,00:00.0,00:00.0
2121313,HK2PrdStp03,HK2,NULL,00:00.0,00:00.0,42:42.2,42:42.2,52:00.0,52:00.0,00:00.0
2121314,DM3PrdStp01,DM3,NULL,00:00.0,00:00.0,12:06.1,12:06.1,44:00.0,44:00.0,00:00.0
2121316,DM2AzFStp04,DM2,NULL,00:00.0,00:00.0,24:48.4,24:48.4,00:00.0,00:00.0,00:00.0
2121317,BN1AzFStp02,BN1,NULL,00:00.0,00:00.0,47:36.0,47:36.0,00:00.0,00:00.0,00:00.0
2121319,PN1PrdStp01,PN1,NULL,00:00.0,00:00.0,29:45.2,29:45.2,00:00.0,00:00.0,00:00.0
2121321,MA1PrdStp01,MA1,NULL,00:00.0,00:00.0,21:19.1,21:19.1,00:00.0,00:00.0,00:00.0
2121322,DB6PrdDDCXX,DB6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2121325,DB5PrdDDC12,DB5,NULL,00:00.0,00:00.0,55:10.1,55:10.1,07:00.0,07:00.0,06:12.0
2119982,AM4PrdDDC03,AM4,NULL,00:00.0,00:00.0,31:33.5,31:33.5,00:00.0,00:00.0,00:00.0
2119985,CH1PrdDDC06,CH1,NULL,00:00.0,00:00.0,19:07.3,19:07.3,58:00.0,58:00.0,18:18.0
2120053,BL5PrdDDC06,BL5,NULL,00:00.0,00:00.0,34:20.4,34:20.4,40:00.0,40:00.0,11:35.0
2120068,HK2PrdDDC10,HK2,NULL,00:00.0,00:00.0,24:00.0,24:00.0,00:00.0,00:00.0,34:53.0
2118492,FR1N,FR1,NULL,00:00.0,00:00.0,35:20.3,NULL,00:00.0,NULL,00:00.0
2118493,LG1N,LG1,NULL,00:00.0,00:00.0,26:06.8,NULL,NULL,NULL,00:00.0
2118522,DM5PrdStr07,DM5,NULL,00:00.0,00:00.0,57:00.0,57:00.0,53:42.0,53:42.0,00:00.0
2118523,BZ6PrdStr01,BZ6,NULL,00:00.0,00:00.0,06:05.3,06:05.3,00:00.0,00:00.0,00:00.0
2118525,CY4PrdDDC01,CY4,NULL,00:00.0,00:00.0,27:45.2,27:45.2,00:00.0,00:00.0,00:00.0
2118528,MWH01PrdStr01,MWH,NULL,00:00.0,00:00.0,50:07.8,50:07.8,00:00.0,00:00.0,00:00.0
2118529,SN4PrdStr01,SN4,NULL,00:00.0,00:00.0,24:14.9,24:14.9,00:00.0,00:00.0,00:00.0
2118530,MWH01PrdDDC01,MWH,NULL,00:00.0,00:00.0,14:06.9,14:06.9,00:00.0,00:00.0,00:00.0
2118678,DB5PrdDDC04,DB5,NULL,00:00.0,00:00.0,34:25.5,34:25.5,00:00.0,00:00.0,00:00.0
2118679,DB5PrdDDC05,DB5,NULL,00:00.0,00:00.0,18:22.1,18:22.1,00:00.0,00:00.0,00:00.0
2120205,BY4PrdDDC09,BY4,NULL,00:00.0,00:00.0,36:42.7,36:42.7,00:00.0,00:00.0,00:00.0
2130039,BY4PrdDDC16,BY4,NULL,00:00.0,00:00.0,34:01.4,34:01.4,00:00.0,00:00.0,44:29.0
2130044,SN4PrdDDC04,SN4,NULL,00:00.0,00:00.0,36:38.6,36:38.6,00:00.0,00:00.0,57:01.0
2130046,BN3PrdDDC03,BN3,NULL,00:00.0,00:00.0,04:25.3,04:25.3,00:00.0,00:00.0,39:09.0
2130068,DB6PrdDDC03,DB6,NULL,00:00.0,00:00.0,43:06.2,43:06.2,00:00.0,00:00.0,57:50.0
2130081,AM5PrdDDC09,AM5,NULL,00:00.0,00:00.0,44:19.3,44:19.3,00:00.0,00:00.0,43:49.0
2130117,BJBPrdDDC04,BJB,NULL,00:00.0,00:00.0,02:15.2,02:15.2,00:00.0,00:00.0,00:00.0
2120345,BL5PrdDDC01,BL5,NULL,00:00.0,00:00.0,19:23.2,19:23.2,51:00.0,51:00.0,43:06.0
2120353,AM4PrdDDC05,AM4,NULL,00:00.0,00:00.0,48:23.6,48:23.6,00:00.0,00:00.0,00:00.0
2120360,BY4PrdDDC07,BY4,NULL,00:00.0,00:00.0,24:16.0,24:16.0,00:00.0,00:00.0,00:00.0
2120405,BY4PrdDDC12,BY4,NULL,00:00.0,00:00.0,39:26.0,39:26.0,23:00.0,23:00.0,11:37.0
2120435,AM4PrdDDC09,AM4,NULL,00:00.0,00:00.0,05:34.1,05:34.1,50:00.0,50:00.0,03:14.0
2120439,AM5PrdDDC02,AM5,NULL,00:00.0,00:00.0,45:33.6,45:33.6,00:00.0,00:00.0,11:44.0
2120441,SN4PrdDDC06,SN4,NULL,00:00.0,00:00.0,08:11.0,08:11.0,00:00.0,00:00.0,52:39.0
2120442,BL5PrdDDC04,BL5,NULL,00:00.0,00:00.0,56:00.0,56:00.0,12:00.0,12:00.0,10:46.0
2120443,BL5PrdDDC03,BL5,NULL,00:00.0,00:00.0,00:37.8,00:37.8,40:00.0,40:00.0,13:26.0
2120444,DM3PrdDDC03,DM3,NULL,00:00.0,00:00.0,01:40.0,01:40.0,42:00.0,42:00.0,25:02.0
2120446,BY4PrdDDC11,BY4,NULL,00:00.0,00:00.0,02:41.6,02:41.6,48:00.0,48:00.0,20:48.0
2120448,AM4PrdDDC04,AM4,NULL,00:00.0,00:00.0,18:05.2,18:05.2,32:00.0,32:00.0,17:08.0
2120450,CH1PrdDDC07,CH1,NULL,00:00.0,00:00.0,54:48.1,54:48.1,32:00.0,32:00.0,35:21.0
2120452,BL5PrdDDC02,BL5,NULL,00:00.0,00:00.0,34:43.2,34:43.2,19:00.0,19:00.0,11:00.0
2120453,DB5PrdDDC13,DB5,NULL,00:00.0,00:00.0,22:42.0,22:42.0,05:00.0,05:00.0,43:01.0
2120454,AM5PrdDDC04,AM5,NULL,00:00.0,00:00.0,53:40.7,53:40.7,00:00.0,00:00.0,12:31.0
2120455,DB6PrdDDC01,DB6,NULL,00:00.0,00:00.0,06:51.6,06:51.6,00:00.0,00:00.0,00:57.0
2120457,ML1PrdDDC03,ML1,NULL,00:00.0,00:00.0,56:45.5,56:45.5,55:00.0,55:00.0,14:43.0
2120458,SG2PrdDDC02,SG2,NULL,00:00.0,00:00.0,21:23.7,21:23.7,00:00.0,00:00.0,00:00.0
2120459,HK2PrdDDC11,HK2,NULL,00:00.0,00:00.0,02:38.3,02:38.3,00:00.0,00:00.0,23:35.0
2120460,SG2PrdDDC03,SG2,NULL,00:00.0,00:00.0,21:40.5,21:40.5,35:00.0,35:00.0,45:55.0
2120461,SN2PrdDDC01,SN2,NULL,00:00.0,00:00.0,31:38.1,31:38.1,00:00.0,00:00.0,30:35.0
2120463,CH1PrdDDC05,CH1,NULL,00:00.0,00:00.0,58:29.5,58:29.5,00:00.0,00:00.0,00:52.0
2120472,BL5PrdStp02,BL5,NULL,00:00.0,00:00.0,04:26.9,04:26.9,03:00.0,03:00.0,00:00.0
2116038,AM5PrdStr01,AM5,NULL,00:00.0,00:00.0,02:17.8,02:17.8,09:00.0,09:00.0,00:00.0
2116039,DB5PrdStr04,DB5,NULL,00:00.0,00:00.0,10:22.0,10:22.0,06:00.0,06:00.0,00:00.0
2176965,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2176966,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2177141,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2194983,AM5PrdGPZ01,AM5,NULL,00:00.0,00:00.0,35:34.7,35:34.7,00:00.0,00:00.0,00:00.0
2147058,BZ6PrdStr02,BZ6,NULL,00:00.0,00:00.0,52:25.1,52:25.1,00:00.0,00:00.0,00:00.0
2147089,BZ6PrdStr06,BZ6,NULL,00:00.0,00:00.0,21:21.4,21:21.4,00:00.0,00:00.0,00:00.0
2147093,OS2PrdStr02,OS2,NULL,00:00.0,00:00.0,14:40.8,14:40.8,00:00.0,00:00.0,00:00.0
2147197,AM5PrdDDC12,AM5,NULL,00:00.0,00:00.0,16:50.7,16:50.7,00:00.0,00:00.0,00:00.0
2177306,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2177307,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2177482,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2147199,DB6PrdStr09,DB6,NULL,00:00.0,00:00.0,43:32.3,43:32.3,00:00.0,00:00.0,00:00.0
2147224,DM5PrdDDC01,DM5,NULL,00:00.0,00:00.0,31:40.2,31:40.2,00:00.0,00:00.0,00:00.0
2147238,MWH01PrdDDC02,MWH,NULL,00:00.0,00:00.0,11:41.5,11:41.5,00:00.0,00:00.0,48:01.0
2147262,BL6PrdDDC01,BL6,NULL,00:00.0,00:00.0,25:20.7,25:20.7,00:00.0,00:00.0,00:00.0
2177647,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2177648,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2147596,SG2PrdDDC07,SG2,NULL,00:00.0,00:00.0,53:52.7,53:52.7,00:00.0,00:00.0,00:00.0
2147657,BZ6PrdStt01,BZ6,00:00.0,00:00.0,00:00.0,18:59.9,18:59.9,55:49.5,55:49.5,NULL
2147670,BN6PrdDDC02,BN6,NULL,00:00.0,00:00.0,38:38.8,38:38.8,00:00.0,00:00.0,00:00.0
2338514,SN6PrdGPC04,SN6,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2177822,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2195647,PHX20AzFHPC01,PHX,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2195656,ML1PrdStr05,ML1,NULL,00:00.0,00:00.0,45:56.6,45:56.6,31:45.0,31:45.0,00:00.0
2195661,CHAPrdStr06,CHA,00:00.0,00:00.0,00:00.0,54:39.3,54:39.3,32:36.0,32:36.0,NULL
2195685,SN6PrdStr02,SN6,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2195688,YQ1PrdStr04,YQ1,00:00.0,00:00.0,00:00.0,55:27.5,55:27.5,45:33.6,45:33.6,00:00.0
2195696,BLAPrdStr01,BLA,00:00.0,00:00.0,00:00.0,36:21.0,00:00.0,46:15.8,00:00.0,00:00.0
2195707,CHI21PrdStr01,CHI,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2195709,YT1PrdStr04,YT1,00:00.0,00:00.0,00:00.0,45:52.2,45:52.2,38:01.5,38:01.5,00:00.0
2195710,MWH02PrdStr02,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2195740,CW1PrdStr05,CW1,00:00.0,00:00.0,00:00.0,21:20.6,00:00.0,11:29.7,00:00.0,00:00.0
2294692,MWH02PrdStr04,MWH,00:00.0,00:00.0,00:00.0,30:51.8,30:51.8,NULL,30:51.8,NULL
2158636,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2177987,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2177988,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2131908,SN3PrdDDC06,SN3,NULL,00:00.0,00:00.0,55:15.3,55:15.3,28:00.0,28:00.0,15:29.0
2131917,SH3PrdDDC07,SH3,NULL,00:00.0,00:00.0,01:55.0,01:55.0,00:00.0,00:00.0,00:00.0
2294814,MWH01,MWH,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2294815,MWH01,MWH,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2294840,DM3,DM3,00:00.0,00:00.0,NULL,42:14.7,NULL,NULL,NULL,NULL
2294842,DM3,DM3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2294845,DM3,DM3,00:00.0,00:00.0,NULL,44:49.3,NULL,NULL,NULL,NULL
2294846,DM3,DM3,00:00.0,00:00.0,NULL,41:19.7,NULL,NULL,NULL,NULL
2294847,DM3,DM3,00:00.0,00:00.0,NULL,47:42.0,NULL,NULL,NULL,NULL
2294849,DM3,DM3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2294860,DM3,DM3,00:00.0,00:00.0,NULL,43:17.8,NULL,NULL,NULL,NULL
2294861,DM3,DM3,00:00.0,00:00.0,NULL,32:37.6,NULL,NULL,NULL,NULL
2294862,DM3,DM3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2294863,DM3,DM3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2294864,DM3,DM3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195798,DM5PrdStr16,DM5,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2195800,BZ6PrdStr17,BZ6,00:00.0,00:00.0,00:00.0,34:28.1,00:00.0,16:00.6,00:00.0,00:00.0
2195814,BYAPrdStr06,BYA,NULL,00:00.0,00:00.0,46:05.1,46:05.1,25:19.0,25:19.0,00:00.0
2195829,BL6PrdStr09,BL6,00:00.0,00:00.0,00:00.0,34:41.9,34:41.9,28:23.2,28:23.2,00:00.0
2195870,CQ2PrdStr02,CQ2,00:00.0,00:00.0,00:00.0,52:41.3,52:41.3,16:47.9,16:47.9,00:00.0
2195897,PHX20AzFStr02,PHX,NULL,00:00.0,00:00.0,57:16.0,57:16.0,00:00.0,00:00.0,00:00.0
2195898,BYAPrdStr11,BYA,00:00.0,00:00.0,00:00.0,03:13.9,03:13.9,38:16.6,38:16.6,00:00.0
2195924,BL6PrdStr05,BL6,NULL,00:00.0,00:00.0,43:40.3,43:40.3,51:25.1,51:25.1,00:00.0
2195925,PHX20AzFStr01,PHX,NULL,00:00.0,00:00.0,26:54.4,26:54.4,00:00.0,00:00.0,00:00.0
2195926,BLAPrdStr02,BLA,00:00.0,00:00.0,00:00.0,39:53.4,39:53.4,03:05.5,03:05.5,00:00.0
2195929,MWH02PrdStr06,MWH,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2195930,BL6PrdStr04,BL6,NULL,00:00.0,00:00.0,40:26.2,40:26.2,51:31.4,51:31.4,00:00.0
2195949,BZ6PrdStr09,BZ6,00:00.0,00:00.0,00:00.0,45:36.8,45:36.8,42:23.0,42:23.0,00:00.0
2195950,BZ6PrdStr10,BZ6,00:00.0,00:00.0,00:00.0,11:59.7,11:59.7,04:10.1,04:10.1,00:00.0
2178162,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2158728,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2158893,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2195982,BYAPrdStr08,BYA,00:00.0,00:00.0,00:00.0,13:01.4,13:01.4,30:27.2,30:27.2,00:00.0
2195983,BYAPrdStr09,BYA,00:00.0,00:00.0,00:00.0,48:01.7,48:01.7,21:32.6,21:32.6,00:00.0
2195984,BYAPrdStr03,BYA,NULL,00:00.0,00:00.0,57:39.9,57:39.9,50:06.8,50:06.8,00:00.0
2195985,BYAPrdStr05,BYA,NULL,00:00.0,00:00.0,35:55.5,35:55.5,42:14.1,42:14.1,00:00.0
2196034,SG2PrdStr08,SG2,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2196044,SN4PrdStr07,SN4,00:00.0,00:00.0,00:00.0,56:06.6,56:06.6,35:14.4,35:14.4,00:00.0
2196045,LN1PrdStr05,LN1,00:00.0,00:00.0,00:00.0,35:29.7,00:00.0,51:43.6,00:00.0,00:00.0
2196048,YQ1PrdStr05,YQ1,00:00.0,00:00.0,00:00.0,54:42.7,54:42.7,42:05.8,42:05.8,00:00.0
2196050,YT1PrdStr05,YT1,00:00.0,00:00.0,00:00.0,17:01.6,17:01.6,41:22.5,41:22.5,00:00.0
2196110,CQ2PrdStr04,CQ2,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2196129,SY3PrdStr06,SY3,NULL,00:00.0,00:00.0,09:06.8,09:06.8,30:17.1,30:17.1,00:00.0
2196131,BYAPrdStr13,BYA,00:00.0,00:00.0,00:00.0,43:57.9,00:00.0,43:54.1,00:00.0,00:00.0
2196132,DM5PrdStr08,DM5,00:00.0,00:00.0,00:00.0,29:05.1,29:05.1,09:07.6,09:07.6,00:00.0
2196133,BZ6PrdStr19,BZ6,00:00.0,00:00.0,00:00.0,34:41.7,34:41.7,NULL,34:41.7,NULL
2196134,SN5AzFStr01,SN5,NULL,00:00.0,00:00.0,27:56.3,27:56.3,00:00.0,00:00.0,00:00.0
2319940,MWH01,MWH,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2178327,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2178328,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2132030,BL5PrdStp04,BL5,NULL,00:00.0,00:00.0,56:57.3,56:57.3,00:00.0,00:00.0,00:00.0
2132034,AM4PrdStp02,AM4,NULL,00:00.0,00:00.0,01:03.9,01:03.9,06:00.0,06:00.0,00:00.0
2132044,CDM03PrdStp01,CDM,NULL,00:00.0,00:00.0,49:21.5,49:21.5,00:00.0,00:00.0,00:00.0
2132047,TY1PrdStp04,TY1,NULL,00:00.0,00:00.0,28:37.3,28:37.3,00:00.0,00:00.0,00:00.0
2132048,BY3PrdStp05,BY3,NULL,00:00.0,00:00.0,17:53.2,17:53.2,00:00.0,00:00.0,00:00.0
2132068,SG2PrdStp03,SG2,NULL,00:00.0,00:00.0,10:18.4,10:18.4,00:00.0,00:00.0,00:00.0
2132077,DB5PrdStp02,DB5,NULL,00:00.0,00:00.0,17:44.8,17:44.8,00:00.0,00:00.0,00:00.0
2132094,BL5PrdStp01,BL5,NULL,00:00.0,00:00.0,07:55.3,07:55.3,46:00.0,46:00.0,00:00.0
2132162,CH1PrdStr06,CH1,NULL,00:00.0,00:00.0,35:34.0,35:34.0,24:00.0,24:00.0,00:00.0
2132165,BN3PrdStr05,BN3,NULL,00:00.0,00:00.0,25:20.2,25:20.2,00:00.0,00:00.0,00:00.0
2132166,DM3PrdStr08,DM3,NULL,00:00.0,00:00.0,19:35.4,19:35.4,51:00.0,51:00.0,00:00.0
2132167,SN3PrdStr08,SN3,NULL,00:00.0,00:00.0,30:12.3,30:12.3,00:00.0,00:00.0,00:00.0
2132168,SN4PrdStr02,SN4,NULL,00:00.0,00:00.0,15:59.7,15:59.7,00:00.0,00:00.0,00:00.0
2132169,CH1PrdStr08,CH1,NULL,00:00.0,00:00.0,27:36.9,27:36.9,00:00.0,00:00.0,00:00.0
2132170,BL5PrdStr05,BL5,NULL,00:00.0,00:00.0,20:55.2,20:55.2,00:00.0,00:00.0,00:00.0
2132171,BY4PrdStr07,BY4,NULL,00:00.0,00:00.0,59:25.4,59:25.4,00:00.0,00:00.0,00:00.0
2132172,FR1PrdStr04,FR1,NULL,00:00.0,00:00.0,51:12.3,51:12.3,00:00.0,00:00.0,00:00.0
2132173,LG1PrdStr05,LG1,NULL,00:00.0,00:00.0,36:19.2,36:19.2,00:00.0,00:00.0,00:00.0
2132174,SY3PrdStr04,SY3,NULL,00:00.0,00:00.0,03:35.4,03:35.4,00:00.0,00:00.0,00:00.0
2132175,ML1PrdStr03,ML1,NULL,00:00.0,00:00.0,33:25.8,33:25.8,00:00.0,00:00.0,00:00.0
2132176,TY1PrdStr01,TY1,NULL,00:00.0,00:00.0,26:00.2,26:00.2,19:00.0,19:00.0,00:00.0
2132177,OS2PrdStr01,OS2,NULL,00:00.0,00:00.0,40:07.4,40:07.4,17:00.0,17:00.0,00:00.0
2196135,BN1AzFStr04,BN1,NULL,00:00.0,00:00.0,05:10.7,05:10.7,00:00.0,00:00.0,00:00.0
2196136,SN4PrdStr15,SN4,00:00.0,00:00.0,00:00.0,44:50.5,44:50.5,28:56.8,28:56.8,NULL
2196137,BL6PrdStr14,BL6,00:00.0,00:00.0,00:00.0,55:14.3,55:14.3,26:36.9,26:36.9,00:00.0
2196173,SN5AzFStr02,SN5,NULL,00:00.0,00:00.0,05:04.5,05:04.5,00:00.0,00:00.0,00:00.0
2196177,BYAPrdStr15,BYA,00:00.0,00:00.0,00:00.0,08:50.3,08:50.3,48:17.0,48:17.0,00:00.0
2196178,BZ6PrdStr12,BZ6,00:00.0,00:00.0,00:00.0,41:15.9,41:15.9,33:28.7,33:28.7,00:00.0
2196179,BYAPrdStr04,BYA,NULL,00:00.0,00:00.0,54:33.1,54:33.1,47:31.8,47:31.8,00:00.0
2196181,CY4PrdStr11,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2196182,CHAPrdStr05,CHA,00:00.0,00:00.0,00:00.0,32:23.0,32:23.0,56:40.4,56:40.4,00:00.0
2196187,BYAPrdStr10,BYA,00:00.0,00:00.0,00:00.0,52:55.4,52:55.4,48:07.8,48:07.8,00:00.0
2196217,BN6PrdStr18,BN6,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2196279,DZ5PrdStr14,DZ5,00:00.0,00:00.0,00:00.0,44:56.4,00:00.0,16:44.9,00:00.0,00:00.0
2196314,BL6PrdStr10,BL6,00:00.0,00:00.0,00:00.0,15:41.4,15:41.4,55:52.4,55:52.4,00:00.0
2196315,BL6PrdStr06,BL6,NULL,00:00.0,00:00.0,04:57.3,04:57.3,16:24.6,16:24.6,00:00.0
2178502,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2178667,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2178668,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2295122,PAR22PrdStr03,PAR,00:00.0,00:00.0,00:00.0,26:07.0,26:07.0,NULL,26:07.0,NULL
2158994,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2159086,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2132195,CY4PrdStr05,CY4,NULL,00:00.0,00:00.0,43:38.3,43:38.3,00:00.0,00:00.0,00:00.0
2132203,MWH01PrdStr05,MWH,NULL,00:00.0,00:00.0,56:19.1,56:19.1,00:00.0,00:00.0,00:00.0
2132351,DB6PrdStr04,DB6,NULL,00:00.0,00:00.0,31:36.1,31:36.1,00:00.0,00:00.0,00:00.0
2132356,BL5PrdStr06,BL5,NULL,00:00.0,00:00.0,11:11.2,11:11.2,43:00.0,43:00.0,00:00.0
2132357,BY4PrdStr08,BY4,NULL,00:00.0,00:00.0,35:18.9,35:18.9,47:00.0,47:00.0,00:00.0
2132358,SN4PrdStr03,SN4,NULL,00:00.0,00:00.0,51:35.4,51:35.4,00:00.0,00:00.0,00:00.0
2132359,CH1PrdStr09,CH1,NULL,00:00.0,00:00.0,34:10.4,34:10.4,00:00.0,00:00.0,00:00.0
2148657,CY4PrdDDC02,CY4,NULL,00:00.0,00:00.0,01:32.6,01:32.6,00:00.0,00:00.0,33:48.0
2148658,DZ5PrdDDC01,DZ5,NULL,00:00.0,00:00.0,46:59.8,46:59.8,46:01.6,46:01.6,00:00.0
2148659,DM5PrdDDC02,DM5,NULL,00:00.0,00:00.0,47:39.7,47:39.7,00:00.0,00:00.0,00:00.0
2178842,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
